,CLOSE_DEF_PERSON_ID,PLAYER_NAME,PLAYER_LAST_TEAM_ID,PLAYER_LAST_TEAM_ABBREVIATION,PLAYER_POSITION,AGE,GP,G,6FT_FREQ,FGM_LT_06,FGA_LT_06,LT_06_PCT,NS_LT_06_PCT,6FT_PLUSMINUS,season,3P_FREQ,FG3M,FG3A,FG3_PCT,NS_FG3_PCT,3P_PLUSMINUS
554,200745,Andrea Bargnani,1610612752,NYK,C-F,29.0,29,28,0.363,2.24,3.69,0.607,0.589,0.019,2014-15,0.21,0.97,2.14,0.452,0.352,0.1
555,203469,Cody Zeller,1610612766,CHA,F-C,22.0,62,59,0.371,1.89,3.68,0.513,0.586,-0.073,2014-15,0.197,0.76,1.95,0.388,0.351,0.037
556,201574,Jason Thompson,1610612758,SAC,F,28.0,81,75,0.391,2.12,3.67,0.579,0.598,-0.019,2014-15,0.14,0.56,1.31,0.425,0.349,0.076
557,203953,Jabari Parker,1610612749,MIL,F,20.0,25,23,0.383,2.36,3.6,0.656,0.588,0.067,2014-15,0.311,1.04,2.92,0.356,0.338,0.018
558,204028,Tarik Black,1610612747,LAL,C-F,23.0,62,60,0.425,2.16,3.52,0.615,0.593,0.022,2014-15,0.203,0.68,1.68,0.404,0.344,0.059
559,202687,Bismack Biyombo,1610612766,CHA,C-F,22.0,64,59,0.471,1.91,3.48,0.547,0.585,-0.038,2014-15,0.059,0.13,0.44,0.286,0.357,-0.071
560,201611,Henry Walker,1610612748,MIA,F,27.0,23,22,0.348,2.17,3.43,0.633,0.589,0.044,2014-15,0.326,0.96,3.22,0.297,0.359,-0.062
561,2594,Kyle Korver,1610612737,ATL,G,34.0,74,73,0.297,2.08,3.41,0.611,0.59,0.021,2014-15,0.358,1.31,4.11,0.319,0.349,-0.03
562,201563,Michael Beasley,1610612748,MIA,F,26.0,23,21,0.394,1.83,3.39,0.538,0.589,-0.051,2014-15,0.298,0.7,2.57,0.271,0.341,-0.069
563,203135,Robert Sacre,1610612747,LAL,C,26.0,64,59,0.449,1.88,3.38,0.556,0.597,-0.041,2014-15,0.125,0.38,0.94,0.4,0.322,0.078
564,201935,James Harden,1610612745,HOU,G,25.0,80,75,0.273,2.09,3.33,0.628,0.591,0.037,2014-15,0.391,1.46,4.76,0.307,0.349,-0.042
565,203952,Andrew Wiggins,1610612750,MIN,F-G,20.0,81,77,0.266,2.32,3.28,0.707,0.592,0.115,2014-15,0.353,1.68,4.36,0.385,0.36,0.025
566,101141,Ersan Ilyasova,1610612749,MIL,F,28.0,57,51,0.401,1.84,3.26,0.565,0.592,-0.027,2014-15,0.228,0.86,1.86,0.462,0.366,0.096
567,202339,Eric Bledsoe,1610612756,PHX,G,25.0,81,71,0.261,1.81,3.2,0.568,0.571,-0.003,2014-15,0.339,1.53,4.15,0.369,0.351,0.018
568,202338,Kevin Seraphin,1610612764,WAS,C,25.0,77,72,0.492,1.65,3.16,0.523,0.578,-0.055,2014-15,0.107,0.26,0.69,0.377,0.342,0.036
569,201150,Spencer Hawes,1610612746,LAC,F-C,27.0,73,66,0.404,1.78,3.15,0.565,0.579,-0.014,2014-15,0.184,0.47,1.44,0.324,0.341,-0.018
570,201581,JJ Hickson,1610612743,DEN,F-C,26.0,73,68,0.367,1.85,3.15,0.587,0.591,-0.004,2014-15,0.167,0.49,1.44,0.343,0.34,0.002
571,201967,Dante Cunningham,1610612740,NOP,F,28.0,66,60,0.386,1.94,3.14,0.618,0.599,0.019,2014-15,0.256,0.86,2.08,0.416,0.349,0.067
572,2736,Luol Deng,1610612748,MIA,F,30.0,71,64,0.253,2.08,3.13,0.667,0.598,0.068,2014-15,0.352,1.51,4.35,0.346,0.357,-0.01
573,201163,Wilson Chandler,1610612743,DEN,F,28.0,78,74,0.284,1.95,3.12,0.626,0.596,0.029,2014-15,0.359,1.36,3.95,0.344,0.358,-0.014
574,201160,Jason Smith,1610612752,NYK,F-C,29.0,80,72,0.368,1.79,3.1,0.577,0.583,-0.007,2014-15,0.247,0.76,2.08,0.367,0.351,0.017
575,1882,Elton Brand,1610612737,ATL,F-C,36.0,34,29,0.565,1.56,3.09,0.505,0.569,-0.065,2014-15,0.075,0.09,0.41,0.214,0.316,-0.102
576,203086,Meyers Leonard,1610612757,POR,C,23.0,53,48,0.393,1.47,3.09,0.476,0.583,-0.108,2014-15,0.204,0.47,1.6,0.294,0.343,-0.049
577,202730,Lavoy Allen,1610612754,IND,F-C,26.0,61,56,0.432,1.7,3.07,0.556,0.58,-0.024,2014-15,0.113,0.23,0.8,0.286,0.346,-0.06
578,203382,Aron Baynes,1610612759,SAS,C-F,28.0,69,63,0.455,1.58,3.07,0.514,0.583,-0.069,2014-15,0.073,0.14,0.49,0.294,0.347,-0.053
579,203156,Henry Sims,1610612755,PHI,C,25.0,72,67,0.429,1.83,3.07,0.597,0.596,0.001,2014-15,0.161,0.38,1.15,0.325,0.35,-0.024
580,2403,Nene,1610612764,WAS,F-C,32.0,67,61,0.353,1.63,3.07,0.529,0.587,-0.058,2014-15,0.195,0.57,1.7,0.333,0.34,-0.006
581,101135,David Lee,1610612744,GSW,F-C,32.0,49,46,0.39,1.76,3.06,0.573,0.585,-0.012,2014-15,0.174,0.51,1.37,0.373,0.346,0.027
582,200777,Joel Freeland,1610612757,POR,C-F,28.0,42,38,0.471,1.45,3.05,0.477,0.584,-0.108,2014-15,0.107,0.21,0.69,0.31,0.342,-0.031
583,203123,Kostas Papanikolaou,1610612745,HOU,F,24.0,41,37,0.421,1.85,3.05,0.608,0.591,0.017,2014-15,0.222,0.44,1.61,0.273,0.346,-0.073
584,2743,Kris Humphries,1610612764,WAS,F,30.0,62,57,0.363,1.52,3.02,0.503,0.586,-0.083,2014-15,0.194,0.66,1.61,0.41,0.335,0.075
585,202703,Nikola Mirotic,1610612741,CHI,F,24.0,80,69,0.371,1.84,3.01,0.61,0.585,0.025,2014-15,0.2,0.55,1.63,0.338,0.341,-0.003
586,202692,Alec Burks,1610612762,UTA,G,23.0,27,26,0.292,2.11,3.0,0.704,0.602,0.102,2014-15,0.347,1.37,3.56,0.385,0.36,0.026
587,2561,David West,1610612754,IND,F,34.0,66,61,0.325,1.76,3.0,0.586,0.585,0.001,2014-15,0.21,0.83,1.94,0.43,0.348,0.082
588,708,Kevin Garnett,1610612750,MIN,F-C,39.0,47,43,0.495,1.85,3.0,0.617,0.585,0.032,2014-15,0.126,0.21,0.77,0.278,0.35,-0.073
589,101142,Ronny Turiaf,1610612750,MIN,C,32.0,1,1,0.5,3.0,3.0,1.0,0.554,0.446,2014-15,0.167,1.0,1.0,1.0,0.342,0.658
590,201585,Kosta Koufos,1610612763,MEM,C,26.0,80,75,0.467,1.48,2.99,0.494,0.59,-0.096,2014-15,0.109,0.23,0.7,0.321,0.35,-0.029
591,201980,Danny Green,1610612759,SAS,G-F,28.0,80,74,0.293,1.63,2.99,0.544,0.582,-0.038,2014-15,0.297,1.15,3.03,0.38,0.358,0.022
592,2501,Reggie Evans,1610612758,SAC,C-F,35.0,44,39,0.461,2.16,2.98,0.725,0.61,0.116,2014-15,0.113,0.3,0.73,0.406,0.339,0.067
593,202710,Jimmy Butler,1610612741,CHI,G-F,25.0,64,61,0.266,1.89,2.97,0.637,0.593,0.044,2014-15,0.304,1.27,3.39,0.373,0.358,0.015
594,202323,Evan Turner,1610612738,BOS,G-F,26.0,82,78,0.292,1.83,2.9,0.63,0.586,0.044,2014-15,0.306,1.01,3.05,0.332,0.355,-0.023
595,203124,Kyle O'Quinn,1610612753,ORL,F-C,25.0,50,44,0.438,1.64,2.9,0.566,0.602,-0.036,2014-15,0.133,0.3,0.88,0.341,0.336,0.005
596,201587,Nicolas Batum,1610612757,POR,F,26.0,71,64,0.28,1.68,2.86,0.586,0.595,-0.008,2014-15,0.31,1.01,3.17,0.32,0.358,-0.038
597,201936,Tyreke Evans,1610612740,NOP,G-F,25.0,79,71,0.273,1.84,2.86,0.642,0.591,0.051,2014-15,0.345,1.27,3.61,0.351,0.345,0.006
598,202694,Marcus Morris Sr.,1610612756,PHX,F,25.0,81,76,0.33,1.78,2.86,0.621,0.591,0.03,2014-15,0.323,0.93,2.8,0.33,0.347,-0.017
599,201229,Anthony Tolliver,1610612765,DET,F,30.0,72,63,0.38,1.68,2.86,0.587,0.585,0.002,2014-15,0.199,0.57,1.5,0.38,0.345,0.035
600,203473,Dewayne Dedmon,1610612753,ORL,C,25.0,54,47,0.471,1.33,2.85,0.468,0.584,-0.116,2014-15,0.125,0.26,0.76,0.341,0.346,-0.005
601,202699,Tobias Harris,1610612753,ORL,F,22.0,68,57,0.261,1.74,2.84,0.611,0.596,0.015,2014-15,0.317,1.22,3.44,0.355,0.351,0.003
602,101107,Marvin Williams,1610612766,CHA,F,29.0,78,73,0.332,1.58,2.83,0.557,0.578,-0.022,2014-15,0.245,0.63,2.09,0.301,0.347,-0.046
603,202391,Jeremy Lin,1610612747,LAL,G,26.0,74,69,0.309,1.62,2.82,0.574,0.575,-0.001,2014-15,0.315,1.16,2.88,0.404,0.347,0.056
604,203544,Pero Antic,1610612737,ATL,F-C,32.0,62,59,0.494,1.39,2.81,0.494,0.591,-0.097,2014-15,0.119,0.19,0.68,0.286,0.325,-0.039
605,203496,Robert Covington,1610612755,PHI,F,24.0,69,64,0.323,1.64,2.81,0.582,0.586,-0.004,2014-15,0.371,1.19,3.23,0.368,0.355,0.013
606,201595,Joey Dorsey,1610612745,HOU,C-F,31.0,62,58,0.447,1.65,2.81,0.586,0.595,-0.009,2014-15,0.121,0.29,0.76,0.383,0.339,0.044
607,203909,KJ McDaniels,1610612745,HOU,G-F,22.0,59,55,0.369,1.22,2.81,0.434,0.588,-0.154,2014-15,0.331,0.88,2.53,0.349,0.345,0.004
608,201960,DeMarre Carroll,1610612737,ATL,F,28.0,70,63,0.248,1.93,2.8,0.689,0.594,0.094,2014-15,0.381,1.3,4.3,0.302,0.35,-0.047
609,200752,Rudy Gay,1610612758,SAC,F,28.0,68,63,0.248,1.81,2.79,0.647,0.597,0.05,2014-15,0.408,1.57,4.59,0.343,0.357,-0.014
610,201202,Joel Anthony,1610612765,DET,C,32.0,42,38,0.539,1.36,2.79,0.487,0.578,-0.091,2014-15,0.101,0.12,0.52,0.227,0.306,-0.078
611,203463,Ben McLemore,1610612758,SAC,G,22.0,82,78,0.252,1.82,2.79,0.651,0.588,0.062,2014-15,0.377,1.38,4.17,0.33,0.36,-0.03
612,200782,P.J. Tucker,1610612756,PHX,F-G,30.0,78,70,0.283,1.78,2.79,0.638,0.587,0.051,2014-15,0.339,1.03,3.35,0.307,0.357,-0.05
613,203084,Harrison Barnes,1610612744,GSW,F,23.0,82,77,0.298,1.63,2.77,0.59,0.59,0.0,2014-15,0.283,0.94,2.63,0.356,0.347,0.009
614,202399,Jeff Adrien,1610612745,HOU,F,29.0,16,16,0.5,1.5,2.75,0.545,0.59,-0.044,2014-15,0.068,0.06,0.38,0.167,0.38,-0.213
615,2570,Kendrick Perkins,1610612739,CLE,C,30.0,67,59,0.395,1.46,2.75,0.533,0.568,-0.035,2014-15,0.12,0.25,0.84,0.304,0.332,-0.028
616,200768,Kyle Lowry,1610612761,TOR,G,29.0,70,60,0.255,1.67,2.74,0.609,0.592,0.018,2014-15,0.364,1.17,3.91,0.299,0.352,-0.052
617,2555,Nick Collison,1610612760,OKC,F,34.0,65,55,0.39,1.51,2.74,0.551,0.586,-0.036,2014-15,0.215,0.45,1.51,0.296,0.336,-0.04
618,203105,Festus Ezeli,1610612744,GSW,C,25.0,45,36,0.488,1.49,2.73,0.545,0.588,-0.043,2014-15,0.036,0.09,0.2,0.444,0.343,0.101
619,203506,Victor Oladipo,1610612753,ORL,G,23.0,72,64,0.242,1.93,2.72,0.709,0.591,0.118,2014-15,0.402,1.65,4.53,0.365,0.352,0.013
620,2430,Carlos Boozer,1610612747,LAL,F,33.0,70,62,0.348,1.69,2.71,0.621,0.596,0.025,2014-15,0.236,0.67,1.84,0.364,0.344,0.021
621,202952,Malcolm Thomas,1610612755,PHI,F,26.0,16,15,0.551,1.75,2.69,0.651,0.574,0.077,2014-15,0.128,0.19,0.63,0.3,0.342,-0.042
622,201568,Danilo Gallinari,1610612743,DEN,F,26.0,59,55,0.324,1.8,2.68,0.671,0.585,0.086,2014-15,0.285,0.71,2.36,0.302,0.355,-0.053
623,203561,Brandon Davies,1610612755,PHI,F,23.0,25,22,0.36,1.76,2.68,0.657,0.603,0.053,2014-15,0.285,0.88,2.12,0.415,0.356,0.059
624,201937,Ricky Rubio,1610612750,MIN,G,24.0,22,19,0.248,1.73,2.68,0.644,0.599,0.045,2014-15,0.345,1.41,3.73,0.378,0.361,0.017
625,2440,Matt Barnes,1610612746,LAC,F,35.0,76,71,0.243,1.67,2.67,0.626,0.586,0.04,2014-15,0.403,1.54,4.43,0.347,0.355,-0.007
626,202681,Kyrie Irving,1610612739,CLE,G,23.0,74,65,0.245,1.82,2.66,0.685,0.584,0.101,2014-15,0.35,1.41,3.8,0.37,0.349,0.021
627,201976,Patrick Beverley,1610612745,HOU,G,26.0,56,48,0.288,1.71,2.66,0.644,0.591,0.053,2014-15,0.317,0.95,2.93,0.323,0.348,-0.025
628,203488,Mike Muscala,1610612737,ATL,F-C,23.0,37,31,0.478,1.35,2.65,0.51,0.57,-0.059,2014-15,0.171,0.3,0.95,0.314,0.318,-0.003
629,201162,Jared Dudley,1610612749,MIL,F-G,29.0,71,62,0.356,1.42,2.63,0.54,0.576,-0.036,2014-15,0.251,0.76,1.86,0.409,0.347,0.062
630,2772,Trevor Ariza,1610612745,HOU,F,29.0,81,71,0.283,1.79,2.6,0.687,0.593,0.094,2014-15,0.357,1.2,3.28,0.365,0.355,0.01
631,202325,Wesley Johnson,1610612747,LAL,F,27.0,75,66,0.3,1.73,2.6,0.667,0.597,0.07,2014-15,0.345,1.17,2.99,0.393,0.361,0.032
632,203991,Clint Capela,1610612745,HOU,C,21.0,10,9,0.491,1.0,2.6,0.385,0.561,-0.177,2014-15,0.151,0.2,0.8,0.25,0.315,-0.065
633,201589,Darrell Arthur,1610612743,DEN,F,27.0,56,51,0.35,1.41,2.59,0.545,0.584,-0.039,2014-15,0.246,0.71,1.82,0.392,0.353,0.039
634,200797,Ryan Hollins,1610612758,SAC,C,30.0,37,31,0.444,1.41,2.59,0.542,0.597,-0.055,2014-15,0.125,0.24,0.73,0.333,0.351,-0.018
635,101138,Brandon Bass,1610612738,BOS,F-C,30.0,81,75,0.3,1.63,2.58,0.632,0.577,0.054,2014-15,0.214,0.7,1.84,0.383,0.352,0.03
636,203924,Jerami Grant,1610612755,PHI,F,21.0,64,58,0.342,1.33,2.58,0.515,0.586,-0.071,2014-15,0.305,0.84,2.3,0.367,0.348,0.02
637,203487,Michael Carter-Williams,1610612749,MIL,G,23.0,65,56,0.289,1.65,2.58,0.637,0.584,0.053,2014-15,0.354,1.06,3.17,0.335,0.355,-0.02
638,203530,Joffrey Lauvergne,1610612743,DEN,F-C,23.0,21,20,0.495,1.48,2.57,0.574,0.576,-0.002,2014-15,0.165,0.43,0.86,0.5,0.316,0.184
639,203077,Michael Kidd-Gilchrist,1610612766,CHA,F,21.0,55,50,0.281,1.25,2.56,0.489,0.576,-0.086,2014-15,0.295,1.02,2.69,0.378,0.36,0.018
640,201145,Jeff Green,1610612763,MEM,F,28.0,78,70,0.25,1.67,2.56,0.65,0.598,0.052,2014-15,0.352,1.32,3.6,0.367,0.353,0.013
641,202704,Reggie Jackson,1610612765,DET,G,25.0,77,71,0.253,1.69,2.55,0.663,0.592,0.071,2014-15,0.386,1.39,3.88,0.358,0.349,0.009
642,202695,Kawhi Leonard,1610612759,SAS,F,24.0,64,61,0.282,1.44,2.53,0.568,0.591,-0.023,2014-15,0.294,1.0,2.64,0.379,0.352,0.027
643,201580,JaVale McGee,1610612743,DEN,C,27.0,23,20,0.479,1.43,2.52,0.569,0.57,-0.001,2014-15,0.107,0.35,0.57,0.615,0.354,0.262
644,203133,Robbie Hummel,1610612750,MIN,F,26.0,42,35,0.341,1.57,2.5,0.629,0.59,0.038,2014-15,0.263,0.6,1.93,0.309,0.354,-0.045
645,203505,Vander Blue,1610612747,LAL,G,22.0,2,2,0.385,1.0,2.5,0.4,0.446,-0.046,2014-15,0.308,0.5,2.0,0.25,0.372,-0.122
646,202713,Kyle Singler,1610612760,OKC,F,27.0,78,68,0.295,1.51,2.49,0.608,0.589,0.02,2014-15,0.324,0.99,2.73,0.362,0.351,0.011
647,201950,Jrue Holiday,1610612740,NOP,G,25.0,40,35,0.227,1.48,2.48,0.596,0.592,0.004,2014-15,0.436,1.6,4.75,0.337,0.35,-0.013
648,202689,Kemba Walker,1610612766,CHA,G,25.0,62,51,0.186,1.5,2.45,0.612,0.586,0.026,2014-15,0.339,1.53,4.47,0.343,0.347,-0.004
649,201565,Derrick Rose,1610612741,CHI,G,26.0,51,44,0.239,1.57,2.45,0.64,0.578,0.062,2014-15,0.256,0.82,2.63,0.313,0.349,-0.035
650,201609,Goran Dragic,1610612748,MIA,G,29.0,78,70,0.254,1.58,2.44,0.647,0.574,0.074,2014-15,0.337,1.12,3.23,0.345,0.351,-0.006
651,2419,Tayshaun Prince,1610612765,DET,F,35.0,58,49,0.335,1.45,2.43,0.596,0.585,0.011,2014-15,0.264,0.69,1.91,0.36,0.351,0.009
652,201946,Tyler Hansbrough,1610612761,TOR,F-C,29.0,69,62,0.474,1.45,2.42,0.599,0.583,0.016,2014-15,0.145,0.26,0.74,0.353,0.34,0.013
653,200761,Shawne Williams,1610612765,DET,F,29.0,60,50,0.376,1.4,2.42,0.579,0.589,-0.01,2014-15,0.21,0.63,1.35,0.469,0.347,0.122
654,203128,Furkan Aldemir,1610612755,PHI,F-C,23.0,39,33,0.461,1.41,2.41,0.585,0.593,-0.008,2014-15,0.132,0.36,0.69,0.519,0.347,0.171
655,203901,Elfrid Payton,1610612753,ORL,G,21.0,82,74,0.248,1.56,2.4,0.65,0.575,0.075,2014-15,0.369,1.52,3.57,0.427,0.344,0.083
656,202330,Gordon Hayward,1610612762,UTA,F,25.0,76,65,0.292,1.51,2.34,0.646,0.588,0.058,2014-15,0.337,0.97,2.7,0.361,0.355,0.006
657,202366,Jerome Jordan,1610612751,BKN,C,28.0,38,30,0.578,1.11,2.34,0.472,0.589,-0.117,2014-15,0.104,0.08,0.42,0.188,0.321,-0.134
658,2617,Udonis Haslem,1610612748,MIA,F,35.0,60,53,0.37,1.55,2.33,0.664,0.586,0.078,2014-15,0.153,0.35,0.97,0.362,0.338,0.024
659,203481,Jeff Withey,1610612740,NOP,C,25.0,30,24,0.588,1.03,2.33,0.443,0.584,-0.142,2014-15,0.084,0.07,0.33,0.2,0.336,-0.136
660,203080,Thomas Robinson,1610612755,PHI,F,24.0,51,41,0.418,1.18,2.31,0.508,0.578,-0.07,2014-15,0.195,0.35,1.08,0.327,0.35,-0.023
661,101131,Jason Maxiell,1610612766,CHA,F,32.0,60,49,0.428,1.22,2.27,0.537,0.588,-0.051,2014-15,0.138,0.25,0.73,0.341,0.339,0.002
662,201142,Kevin Durant,1610612760,OKC,F,26.0,27,24,0.25,1.19,2.26,0.525,0.604,-0.079,2014-15,0.414,1.44,3.74,0.386,0.354,0.032
663,203461,Anthony Bennett,1610612750,MIN,F,22.0,52,42,0.357,1.58,2.25,0.701,0.601,0.099,2014-15,0.238,0.52,1.5,0.346,0.343,0.003
664,203903,Jordan Clarkson,1610612747,LAL,G,23.0,59,47,0.275,1.59,2.25,0.707,0.586,0.121,2014-15,0.304,0.92,2.49,0.367,0.338,0.029
665,2544,LeBron James,1610612739,CLE,F,30.0,68,58,0.283,1.43,2.24,0.638,0.587,0.051,2014-15,0.384,0.99,3.03,0.325,0.344,-0.019
666,203524,Solomon Hill,1610612754,IND,F,24.0,82,72,0.228,1.4,2.22,0.632,0.591,0.04,2014-15,0.32,1.13,3.11,0.365,0.354,0.011
667,202329,Al-Farouq Aminu,1610612742,DAL,F,24.0,71,61,0.303,1.14,2.21,0.516,0.59,-0.074,2014-15,0.314,0.9,2.3,0.393,0.35,0.043
668,202962,Greg Smith,1610612742,DAL,C,24.0,33,29,0.42,1.27,2.21,0.575,0.577,-0.002,2014-15,0.126,0.24,0.67,0.364,0.321,0.043
669,202347,Quincy Pondexter,1610612740,NOP,F-G,27.0,45,40,0.255,1.51,2.2,0.687,0.601,0.085,2014-15,0.309,0.82,2.67,0.308,0.346,-0.038
670,202347,Quincy Pondexter,1610612740,NOP,F-G,27.0,45,40,0.255,1.51,2.2,0.687,0.601,0.085,2014-15,0.413,1.0,2.55,0.392,0.339,0.053
671,202347,Quincy Pondexter,1610612740,NOP,G-F,27.0,29,18,0.212,0.9,1.31,0.684,0.577,0.107,2014-15,0.309,0.82,2.67,0.308,0.346,-0.038
672,202347,Quincy Pondexter,1610612740,NOP,G-F,27.0,29,18,0.212,0.9,1.31,0.684,0.577,0.107,2014-15,0.413,1.0,2.55,0.392,0.339,0.053
673,201954,Darren Collison,1610612758,SAC,G,27.0,45,36,0.183,1.49,2.18,0.684,0.601,0.083,2014-15,0.36,1.49,4.29,0.347,0.355,-0.008
674,201942,DeMar DeRozan,1610612761,TOR,G,25.0,60,50,0.246,1.58,2.18,0.725,0.587,0.138,2014-15,0.357,1.1,3.17,0.347,0.349,-0.001
675,203114,Khris Middleton,1610612749,MIL,G-F,23.0,77,66,0.238,1.3,2.18,0.595,0.593,0.002,2014-15,0.427,1.27,3.92,0.325,0.355,-0.031
676,201956,Omri Casspi,1610612758,SAC,F,27.0,66,57,0.333,1.44,2.17,0.664,0.584,0.081,2014-15,0.36,0.94,2.35,0.4,0.354,0.046
677,2207,Joe Johnson,1610612751,BKN,F-G,34.0,80,69,0.229,1.61,2.16,0.746,0.583,0.163,2014-15,0.403,1.25,3.8,0.329,0.35,-0.022
678,2449,Luis Scola,1610612754,IND,F,35.0,80,72,0.328,1.14,2.16,0.526,0.586,-0.06,2014-15,0.199,0.39,1.31,0.295,0.347,-0.051
679,204038,Langston Galloway,1610612752,NYK,G,23.0,44,39,0.204,1.3,2.16,0.6,0.581,0.019,2014-15,0.329,1.16,3.48,0.333,0.35,-0.017
680,203078,Bradley Beal,1610612764,WAS,G,22.0,63,55,0.208,1.44,2.16,0.669,0.586,0.083,2014-15,0.372,1.16,3.86,0.3,0.357,-0.056
681,201949,James Johnson,1610612761,TOR,F,28.0,67,57,0.282,1.24,2.16,0.572,0.572,0.0,2014-15,0.335,0.87,2.57,0.337,0.352,-0.015
682,2588,Matt Bonner,1610612759,SAS,C-F,35.0,65,51,0.374,0.91,2.14,0.424,0.577,-0.152,2014-15,0.172,0.35,0.98,0.359,0.341,0.018
683,203079,Dion Waiters,1610612760,OKC,G,23.0,79,67,0.247,1.39,2.14,0.651,0.598,0.053,2014-15,0.362,1.06,3.14,0.339,0.352,-0.014
684,203082,Terrence Ross,1610612761,TOR,F-G,24.0,81,71,0.233,1.38,2.12,0.651,0.581,0.071,2014-15,0.352,1.19,3.21,0.369,0.356,0.013
685,2202,Jason Richardson,1610612755,PHI,G,34.0,18,16,0.299,1.5,2.11,0.711,0.573,0.138,2014-15,0.362,0.89,2.56,0.348,0.364,-0.016
686,204020,Tyler Johnson,1610612748,MIA,G,23.0,28,21,0.236,1.43,2.11,0.678,0.578,0.1,2014-15,0.388,1.07,3.46,0.309,0.352,-0.043
687,203906,Devyn Marble,1610612753,ORL,F,22.0,9,9,0.302,1.22,2.11,0.579,0.583,-0.004,2014-15,0.302,1.22,2.11,0.579,0.368,0.211
688,203081,Damian Lillard,1610612757,POR,G,24.0,81,73,0.199,1.6,2.1,0.765,0.583,0.182,2014-15,0.286,1.01,3.01,0.336,0.353,-0.017
689,977,Kobe Bryant,1610612747,LAL,G,36.0,35,29,0.235,1.4,2.09,0.671,0.591,0.08,2014-15,0.463,1.63,4.11,0.396,0.354,0.042
690,203484,Kentavious Caldwell-Pope,1610612765,DET,G,22.0,82,68,0.234,1.49,2.09,0.713,0.59,0.124,2014-15,0.367,1.16,3.27,0.354,0.356,-0.001
691,101145,Monta Ellis,1610612742,DAL,G,29.0,79,67,0.198,1.27,2.08,0.61,0.579,0.03,2014-15,0.463,1.71,4.85,0.352,0.362,-0.009
692,203928,Cory Jefferson,1610612751,BKN,F,24.0,42,39,0.399,1.17,2.07,0.563,0.576,-0.013,2014-15,0.239,0.48,1.24,0.385,0.333,0.052
693,2546,Carmelo Anthony,1610612752,NYK,F,31.0,39,35,0.237,1.44,2.05,0.7,0.597,0.103,2014-15,0.435,1.54,3.77,0.408,0.352,0.056
694,201973,Jonas Jerebko,1610612738,BOS,F,28.0,74,60,0.31,1.18,2.04,0.576,0.585,-0.009,2014-15,0.232,0.43,1.53,0.283,0.347,-0.064
695,201171,Carl Landry,1610612758,SAC,F,31.0,68,57,0.335,1.18,2.04,0.576,0.595,-0.019,2014-15,0.2,0.43,1.22,0.349,0.349,0.0
696,202322,John Wall,1610612764,WAS,G,24.0,78,63,0.202,1.26,2.03,0.62,0.579,0.041,2014-15,0.355,1.22,3.56,0.342,0.339,0.003
697,203527,Ryan Kelly,1610612747,LAL,F,24.0,52,40,0.237,1.21,2.02,0.6,0.599,0.001,2014-15,0.368,0.88,3.13,0.282,0.351,-0.068
698,1718,Paul Pierce,1610612764,WAS,F,37.0,73,65,0.227,1.18,2.01,0.585,0.581,0.004,2014-15,0.385,1.15,3.41,0.337,0.351,-0.014
699,203501,Tim Hardaway Jr.,1610612752,NYK,G,23.0,68,53,0.254,1.25,2.01,0.62,0.596,0.024,2014-15,0.39,1.25,3.09,0.405,0.358,0.047
700,203460,Andre Roberson,1610612760,OKC,G,23.0,67,57,0.292,1.06,2.01,0.526,0.59,-0.064,2014-15,0.312,0.69,2.15,0.319,0.361,-0.041
701,200755,JJ Redick,1610612746,LAC,G,31.0,76,60,0.205,1.22,2.0,0.612,0.591,0.021,2014-15,0.332,1.22,3.25,0.377,0.361,0.015
702,202720,Jon Leuer,1610612763,MEM,F,26.0,60,48,0.386,1.08,2.0,0.542,0.586,-0.044,2014-15,0.19,0.27,0.98,0.271,0.335,-0.064
703,201144,Mike Conley,1610612763,MEM,G,27.0,70,60,0.186,1.39,2.0,0.693,0.577,0.116,2014-15,0.403,1.51,4.33,0.35,0.35,-0.001
704,203094,Andrew Nicholson,1610612753,ORL,F,25.0,38,29,0.42,1.05,2.0,0.526,0.576,-0.049,2014-15,0.227,0.42,1.08,0.39,0.346,0.044
705,203113,Quincy Miller,1610612765,DET,F,22.0,8,6,0.381,0.63,2.0,0.313,0.561,-0.248,2014-15,0.214,0.38,1.13,0.333,0.352,-0.018
706,202620,Arinze Onuaku,1610612750,MIN,F-C,27.0,4,3,0.348,1.5,2.0,0.75,0.588,0.162,2014-15,0.13,0.25,0.75,0.333,0.132,0.201
707,203949,James Michael McAdoo,1610612744,GSW,F,22.0,12,9,0.364,1.17,2.0,0.583,0.587,-0.004,2014-15,0.273,0.42,1.5,0.278,0.381,-0.103
708,203950,Jarnell Stokes,1610612763,MEM,F-C,21.0,11,9,0.489,1.27,2.0,0.636,0.599,0.037,2014-15,0.067,0.0,0.27,0.0,0.299,-0.299
709,2548,Dwyane Wade,1610612748,MIA,G,33.0,61,54,0.26,1.18,1.98,0.595,0.581,0.014,2014-15,0.422,1.05,3.21,0.327,0.355,-0.028
710,202340,Avery Bradley,1610612738,BOS,G,24.0,76,63,0.235,1.42,1.97,0.72,0.579,0.141,2014-15,0.383,1.07,3.22,0.331,0.355,-0.024
711,101111,Charlie Villanueva,1610612742,DAL,F,30.0,58,45,0.409,1.22,1.97,0.623,0.596,0.027,2014-15,0.237,0.47,1.14,0.409,0.35,0.059
